NAME,total_housing_units,owner_occupied,renter_occupied,median_household_income,rent_burden_30_34,rent_burden_35_39,rent_burden_40_49,rent_burden_50_plus,rent_burden_total,education_total,no_schooling,nursery_school,total_population,white_non_hispanic,state,county,tract,pct_renters,pct_cost_burdened,pct_poc,income_inverted,pct_renters_norm,pct_cost_burdened_norm,pct_poc_norm,income_inverted_norm,displacement_risk_score
Census Tract 40; King County; Washington,1420,974,446,122368,45,34,13,140,446,2181,4,0,3116,2381,53,33,4000,0.31408450704225355,0.5201793721973094,0.23587933247753534,8.172071129707112e-06,0.3018129492586404,0.616098972744331,0.2052691360311031,0.11631892519349729,0.309874995806893
Census Tract 41.01; King County; Washington,1365,1247,118,250001,0,0,17,27,118,2715,0,0,4106,3306,53,33,4101,0.08644688644688645,0.3728813559322034,0.19483682415976622,3.9999840000639995e-06,0.07010271586542773,0.44163962014665226,0.15758659588405552,0.0,0.16733223297403388
Census Tract 41.02; King County; Washington,1667,1082,585,221211,48,57,61,83,585,2786,0,0,4038,2990,53,33,4102,0.3509298140371926,0.4256410256410256,0.25953442298167406,4.5205708576879085e-06,0.3393174472450143,0.5041280232769594,0.23275124784338982,0.014514103341330074,0.27267770542667336
Census Tract 42.01; King County; Washington,1572,1111,461,191111,0,40,86,37,461,2656,0,0,3756,2914,53,33,4201,0.29325699745547074,0.35357917570498915,0.224174653887114,5.232561181721617e-06,0.2806128194438454,0.41877817264349776,0.19167082467851884,0.03436458744348142,0.23135660105233585
Census Tract 42.02; King County; Washington,1871,1401,470,193092,0,0,0,22,470,3605,0,31,4815,3732,53,33,4202,0.25120256547300907,0.04680851063829787,0.22492211838006226,5.178878462080252e-06,0.23780600120181053,0.055439867209898894,0.19253921716119923,0.032867898602593856,0.12966324604387564
Census Tract 43.01; King County; Washington,1308,647,661,116111,33,38,121,118,661,2123,4,0,3605,2158,53,33,4301,0.5053516819571865,0.4689863842662632,0.4013869625520111,8.612448432965008e-06,0.4965020416155542,0.5554661430671345,0.39755329553146607,0.12859676431881562,0.39452956113324256
Census Tract 43.02; King County; Washington,1703,110,1593,47690,135,131,148,640,1593,1628,39,0,4465,2257,53,33,4302,0.9354081033470346,0.6616446955430006,0.4945128779395297,2.0968756552736423e-05,0.9342525044426971,0.7836501003949015,0.5057455182098599,0.47309399920145356,0.6741855305622281
Census Tract 44.01; King County; Washington,1258,665,593,136389,62,30,9,266,593,2070,0,0,3720,2773,53,33,4401,0.4713831478537361,0.6188870151770658,0.25456989247311823,7.331969586990153e-06,0.4619257842089347,0.7330080250678722,0.2269835344411617,0.09289666543100888,0.37870350228724436
Census Tract 44.02; King County; Washington,1817,164,1653,59716,167,47,228,447,1653,1799,8,0,3497,1671,53,33,4402,0.9097413318657127,0.5378100423472474,0.5221618530168717,1.6745930738830465e-05,0.9081265346015399,0.636980688453832,0.5378676622548255,0.3553604656750543,0.609583837746313
Census Tract 45; King County; Washington,1072,637,435,183235,48,11,0,102,435,2264,0,0,3230,2205,53,33,4500,0.40578358208955223,0.3701149425287356,0.3173374613003096,5.45747264441837e-06,0.39515259156196414,0.4383630879595663,0.2999059079316571,0.04063518026468684,0.2935141919294686
